Event_ID,User_ID,Event_Type,Event_Date,Days_Since_Install
E0000131,U00051,Onboarding,2024-01-15,1
E0000132,U00052,Install,2024-06-12,0
E0000133,U00052,Signup,2024-06-12,0
E0000134,U00053,Install,2024-01-29,0
E0000135,U00053,Signup,2024-01-29,0
E0000136,U00053,Onboarding,2024-01-30,1
E0000137,U00054,Install,2024-05-29,0
E0000138,U00054,Signup,2024-05-29,0
E0000139,U00054,Onboarding,2024-05-30,1
E0000140,U00055,Install,2024-01-11,0
E0000141,U00056,Install,2024-04-14,0
E0000142,U00056,Signup,2024-04-14,0
E0000143,U00056,Onboarding,2024-04-15,1
E0000144,U00057,Install,2024-02-15,0
E0000145,U00057,Signup,2024-02-15,0
E0000146,U00057,Onboarding,2024-02-16,1
E0000147,U00058,Install,2024-06-20,0
E0000148,U00058,Signup,2024-06-20,0
E0000149,U00058,Onboarding,2024-06-21,1
E0000150,U00058,First_Action,2024-06-23,3
E0000151,U00059,Install,2024-01-10,0
E0000152,U00059,Signup,2024-01-10,0
E0000153,U00060,Install,2024-02-28,0
E0000154,U00060,Signup,2024-02-28,0
E0000155,U00060,Onboarding,2024-02-29,1
E0000156,U00060,First_Action,2024-03-02,3
E0000157,U00061,Install,2024-03-12,0
E0000158,U00061,Signup,2024-03-12,0
E0000159,U00061,Onboarding,2024-03-13,1
E0000160,U00062,Install,2024-01-08,0
E0000161,U00062,Signup,2024-01-08,0
E0000162,U00062,Onboarding,2024-01-09,1
E0000163,U00063,Install,2024-01-28,0
E0000164,U00063,Signup,2024-01-28,0
E0000165,U00063,Onboarding,2024-01-29,1
E0000166,U00064,Install,2024-01-30,0
E0000167,U00064,Signup,2024-01-30,0
E0000168,U00065,Install,2024-05-17,0
E0000169,U00065,Signup,2024-05-17,0
E0000170,U00066,Install,2024-06-19,0
E0000171,U00067,Install,2024-05-09,0
E0000172,U00067,Signup,2024-05-09,0
E0000173,U00067,Onboarding,2024-05-10,1
E0000174,U00067,First_Action,2024-05-12,3
E0000175,U00068,Install,2024-04-17,0
E0000176,U00068,Signup,2024-04-17,0
E0000177,U00068,Onboarding,2024-04-18,1
E0000178,U00068,First_Action,2024-04-20,3
E0000179,U00069,Install,2024-04-13,0
E0000180,U00069,Signup,2024-04-13,0
E0000181,U00069,Onboarding,2024-04-14,1
E0000182,U00070,Install,2024-06-16,0
E0000183,U00070,Signup,2024-06-16,0
E0000184,U00070,Onboarding,2024-06-17,1
E0000185,U00070,First_Action,2024-06-19,3
E0000186,U00071,Install,2024-02-13,0
E0000187,U00071,Signup,2024-02-13,0
E0000188,U00071,Onboarding,2024-02-14,1
E0000189,U00072,Install,2024-03-01,0
E0000190,U00072,Signup,2024-03-01,0
E0000191,U00073,Install,2024-05-01,0
E0000192,U00073,Signup,2024-05-01,0
E0000193,U00073,Onboarding,2024-05-02,1
E0000194,U00074,Install,2024-06-27,0
E0000195,U00074,Signup,2024-06-27,0
E0000196,U00074,Onboarding,2024-06-28,1
E0000197,U00074,First_Action,2024-06-30,3
E0000198,U00075,Install,2024-01-28,0
E0000199,U00075,Signup,2024-01-28,0
E0000200,U00075,Onboarding,2024-01-29,1
E0000201,U00076,Install,2024-05-22,0
E0000202,U00076,Signup,2024-05-22,0
E0000203,U00077,Install,2024-05-23,0
E0000204,U00077,Signup,2024-05-23,0
E0000205,U00077,Onboarding,2024-05-24,1
E0000206,U00077,First_Action,2024-05-26,3
E0000207,U00077,Day1_Active,2024-05-27,4
E0000208,U00078,Install,2024-05-09,0
E0000209,U00079,Install,2024-04-25,0
E0000210,U00080,Install,2024-06-09,0
E0000211,U00080,Signup,2024-06-09,0
E0000212,U00081,Install,2024-05-18,0
E0000213,U00082,Install,2024-04-16,0
E0000214,U00083,Install,2024-05-29,0
E0000215,U00083,Signup,2024-05-29,0
E0000216,U00084,Install,2024-03-31,0
E0000217,U00085,Install,2024-05-19,0
E0000218,U00085,Signup,2024-05-19,0
E0000219,U00086,Install,2024-04-09,0
E0000220,U00087,Install,2024-02-02,0
E0000221,U00088,Install,2024-01-22,0
E0000222,U00088,Signup,2024-01-22,0
E0000223,U00088,Onboarding,2024-01-23,1
E0000224,U00088,First_Action,2024-01-25,3
E0000225,U00089,Install,2024-02-24,0
E0000226,U00089,Signup,2024-02-24,0
E0000227,U00090,Install,2024-04-17,0
E0000228,U00090,Signup,2024-04-17,0
E0000229,U00090,Onboarding,2024-04-18,1
E0000230,U00091,Install,2024-03-30,0
E0000231,U00091,Signup,2024-03-30,0
E0000232,U00091,Onboarding,2024-03-31,1
E0000233,U00092,Install,2024-03-04,0
E0000234,U00092,Signup,2024-03-04,0
E0000235,U00093,Install,2024-05-24,0
E0000236,U00093,Signup,2024-05-24,0
E0000237,U00093,Onboarding,2024-05-25,1
E0000238,U00093,First_Action,2024-05-27,3
E0000239,U00094,Install,2024-01-30,0
E0000240,U00094,Signup,2024-01-30,0
E0000241,U00094,Onboarding,2024-01-31,1
E0000242,U00094,First_Action,2024-02-02,3
E0000243,U00095,Install,2024-05-27,0
E0000244,U00095,Signup,2024-05-27,0
E0000245,U00095,Onboarding,2024-05-28,1
E0000246,U00095,First_Action,2024-05-30,3
E0000247,U00096,Install,2024-06-25,0
E0000248,U00096,Signup,2024-06-25,0
E0000249,U00097,Install,2024-01-31,0
E0000250,U00097,Signup,2024-01-31,0
E0000251,U00097,Onboarding,2024-02-01,1
E0000252,U00098,Install,2024-01-18,0
E0000253,U00098,Signup,2024-01-18,0
E0000254,U00099,Install,2024-04-02,0
E0000255,U00099,Signup,2024-04-02,0
E0000256,U00099,Onboarding,2024-04-03,1
E0000257,U00100,Install,2024-06-15,0
E0000258,U00101,Install,2024-05-31,0
E0000259,U00101,Signup,2024-05-31,0
E0000260,U00102,Install,2024-03-03,0
E0000261,U00102,Signup,2024-03-03,0
E0000262,U00102,Onboarding,2024-03-04,1
E0000263,U00103,Install,2024-03-24,0
E0000264,U00103,Signup,2024-03-24,0
E0000265,U00103,Onboarding,2024-03-25,1
E0000266,U00104,Install,2024-06-28,0
E0000267,U00104,Signup,2024-06-28,0
E0000268,U00104,Onboarding,2024-06-29,1
E0000269,U00104,First_Action,2024-07-01,3
E0000270,U00105,Install,2024-04-14,0
E0000271,U00106,Install,2024-01-05,0
E0000272,U00106,Signup,2024-01-05,0
E0000273,U00106,Onboarding,2024-01-06,1
E0000274,U00107,Install,2024-05-01,0
E0000275,U00107,Signup,2024-05-01,0
E0000276,U00107,Onboarding,2024-05-02,1
E0000277,U00107,First_Action,2024-05-04,3
E0000278,U00108,Install,2024-04-26,0
E0000279,U00109,Install,2024-05-17,0
E0000280,U00109,Signup,2024-05-17,0
E0000281,U00110,Install,2024-05-30,0
E0000282,U00111,Install,2024-02-28,0
E0000283,U00111,Signup,2024-02-28,0
E0000284,U00111,Onboarding,2024-02-29,1
E0000285,U00112,Install,2024-01-14,0
E0000286,U00112,Signup,2024-01-14,0
E0000287,U00112,Onboarding,2024-01-15,1
E0000288,U00112,First_Action,2024-01-17,3
E0000289,U00112,Day1_Active,2024-01-18,4
E0000290,U00113,Install,2024-01-04,0
E0000291,U00113,Signup,2024-01-04,0
E0000292,U00114,Install,2024-05-02,0
E0000293,U00114,Signup,2024-05-02,0
E0000294,U00114,Onboarding,2024-05-03,1
E0000295,U00114,First_Action,2024-05-05,3
E0000296,U00115,Install,2024-02-08,0
E0000297,U00116,Install,2024-04-16,0
E0000298,U00116,Signup,2024-04-16,0
E0000299,U00116,Onboarding,2024-04-17,1
E0000300,U00116,First_Action,2024-04-19,3
E0000301,U00116,Day1_Active,2024-04-20,4
E0000302,U00116,Day7_Active,2024-04-26,10
E0000303,U00117,Install,2024-04-23,0
E0000304,U00118,Install,2024-01-26,0
E0000305,U00118,Signup,2024-01-26,0
E0000306,U00119,Install,2024-02-14,0
E0000307,U00120,Install,2024-01-09,0
E0000308,U00120,Signup,2024-01-09,0
E0000309,U00120,Onboarding,2024-01-10,1
E0000310,U00120,First_Action,2024-01-12,3
E0000311,U00120,Day1_Active,2024-01-13,4
E0000312,U00121,Install,2024-03-08,0
E0000313,U00121,Signup,2024-03-08,0
E0000314,U00121,Onboarding,2024-03-09,1
E0000315,U00121,First_Action,2024-03-11,3
E0000316,U00121,Day1_Active,2024-03-12,4
E0000317,U00121,Day7_Active,2024-03-18,10
E0000318,U00122,Install,2024-05-19,0
E0000319,U00122,Signup,2024-05-19,0
E0000320,U00122,Onboarding,2024-05-20,1
E0000321,U00122,First_Action,2024-05-22,3
E0000322,U00122,Day1_Active,2024-05-23,4
E0000323,U00122,Day7_Active,2024-05-29,10
E0000324,U00123,Install,2024-03-19,0
E0000325,U00123,Signup,2024-03-19,0
E0000326,U00123,Onboarding,2024-03-20,1
E0000327,U00123,First_Action,2024-03-22,3
E0000328,U00124,Install,2024-03-18,0
E0000329,U00125,Install,2024-01-11,0
E0000330,U00125,Signup,2024-01-11,0
E0000331,U00126,Install,2024-06-21,0
E0000332,U00126,Signup,2024-06-21,0
E0000333,U00126,Onboarding,2024-06-22,1
E0000334,U00126,First_Action,2024-06-24,3
E0000335,U00127,Install,2024-03-09,0
E0000336,U00128,Install,2024-03-12,0
E0000337,U00128,Signup,2024-03-12,0
E0000338,U00128,Onboarding,2024-03-13,1
E0000339,U00129,Install,2024-03-30,0
E0000340,U00130,Install,2024-05-06,0
E0000341,U00131,Install,2024-03-21,0
E0000342,U00131,Signup,2024-03-21,0
E0000343,U00131,Onboarding,2024-03-22,1
E0000344,U00132,Install,2024-01-01,0
E0000345,U00132,Signup,2024-01-01,0
E0000346,U00132,Onboarding,2024-01-02,1
E0000347,U00133,Install,2024-05-07,0
E0000348,U00133,Signup,2024-05-07,0
E0000349,U00133,Onboarding,2024-05-08,1
E0000350,U00133,First_Action,2024-05-10,3
E0000351,U00133,Day1_Active,2024-05-11,4
E0000352,U00134,Install,2024-04-22,0
E0000353,U00135,Install,2024-06-30,0
E0000354,U00135,Signup,2024-06-30,0
E0000355,U00135,Onboarding,2024-07-01,1
E0000356,U00136,Install,2024-01-30,0
E0000357,U00137,Install,2024-05-10,0
E0000358,U00137,Signup,2024-05-10,0
E0000359,U00137,Onboarding,2024-05-11,1
E0000360,U00137,First_Action,2024-05-13,3
E0000361,U00137,Day1_Active,2024-05-14,4
E0000362,U00137,Day7_Active,2024-05-20,10
E0000363,U00138,Install,2024-02-07,0
E0000364,U00139,Install,2024-03-11,0
E0000365,U00139,Signup,2024-03-11,0
E0000366,U00140,Install,2024-01-01,0
E0000367,U00140,Signup,2024-01-01,0
E0000368,U00140,Onboarding,2024-01-02,1
E0000369,U00141,Install,2024-02-08,0
E0000370,U00141,Signup,2024-02-08,0
E0000371,U00141,Onboarding,2024-02-09,1
E0000372,U00141,First_Action,2024-02-11,3
E0000373,U00142,Install,2024-03-23,0
E0000374,U00142,Signup,2024-03-23,0
E0000375,U00143,Install,2024-04-15,0
E0000376,U00144,Install,2024-06-18,0
E0000377,U00144,Signup,2024-06-18,0
E0000378,U00145,Install,2024-05-31,0
E0000379,U00145,Signup,2024-05-31,0
E0000380,U00146,Install,2024-01-04,0
E0000381,U00146,Signup,2024-01-04,0
E0000382,U00146,Onboarding,2024-01-05,1
E0000383,U00146,First_Action,2024-01-07,3
E0000384,U00147,Install,2024-03-08,0
E0000385,U00147,Signup,2024-03-08,0
E0000386,U00148,Install,2024-05-16,0
E0000387,U00148,Signup,2024-05-16,0
E0000388,U00148,Onboarding,2024-05-17,1
E0000389,U00149,Install,2024-01-10,0
E0000390,U00149,Signup,2024-01-10,0
E0000391,U00149,Onboarding,2024-01-11,1
E0000392,U00150,Install,2024-01-24,0
E0000393,U00150,Signup,2024-01-24,0
E0000394,U00151,Install,2024-06-26,0
E0000395,U00151,Signup,2024-06-26,0
E0000396,U00151,Onboarding,2024-06-27,1
E0000397,U00152,Install,2024-04-20,0
E0000398,U00152,Signup,2024-04-20,0
E0000399,U00152,Onboarding,2024-04-21,1
E0000400,U00152,First_Action,2024-04-23,3
E0000401,U00153,Install,2024-01-21,0
E0000402,U00153,Signup,2024-01-21,0
E0000403,U00154,Install,2024-02-29,0
E0000404,U00154,Signup,2024-02-29,0
E0000405,U00154,Onboarding,2024-03-01,1
E0000406,U00155,Install,2024-03-14,0
E0000407,U00155,Signup,2024-03-14,0
E0000408,U00155,Onboarding,2024-03-15,1
E0000409,U00156,Install,2024-06-12,0
E0000410,U00156,Signup,2024-06-12,0
E0000411,U00157,Install,2024-05-03,0
E0000412,U00157,Signup,2024-05-03,0
E0000413,U00158,Install,2024-01-06,0
E0000414,U00159,Install,2024-01-13,0
E0000415,U00160,Install,2024-02-28,0
E0000416,U00160,Signup,2024-02-28,0
E0000417,U00160,Onboarding,2024-02-29,1
E0000418,U00160,First_Action,2024-03-02,3
E0000419,U00161,Install,2024-06-17,0
E0000420,U00161,Signup,2024-06-17,0
E0000421,U00161,Onboarding,2024-06-18,1
E0000422,U00161,First_Action,2024-06-20,3
E0000423,U00161,Day1_Active,2024-06-21,4
E0000424,U00162,Install,2024-04-22,0
E0000425,U00162,Signup,2024-04-22,0
E0000426,U00163,Install,2024-04-16,0
E0000427,U00164,Install,2024-03-10,0
E0000428,U00165,Install,2024-03-27,0
E0000429,U00165,Signup,2024-03-27,0
E0000430,U00165,Onboarding,2024-03-28,1
E0000431,U00166,Install,2024-06-22,0
E0000432,U00166,Signup,2024-06-22,0
E0000433,U00167,Install,2024-04-11,0
E0000434,U00167,Signup,2024-04-11,0
E0000435,U00167,Onboarding,2024-04-12,1
E0000436,U00167,First_Action,2024-04-14,3
E0000437,U00167,Day1_Active,2024-04-15,4
E0000438,U00168,Install,2024-05-29,0
E0000439,U00168,Signup,2024-05-29,0
E0000440,U00168,Onboarding,2024-05-30,1
E0000441,U00168,First_Action,2024-06-01,3
E0000442,U00169,Install,2024-06-07,0
E0000443,U00170,Install,2024-04-28,0
E0000444,U00170,Signup,2024-04-28,0
E0000445,U00170,Onboarding,2024-04-29,1
E0000446,U00171,Install,2024-03-18,0
E0000447,U00171,Signup,2024-03-18,0
E0000448,U00171,Onboarding,2024-03-19,1
E0000449,U00171,First_Action,2024-03-21,3
E0000450,U00171,Day1_Active,2024-03-22,4
E0000451,U00172,Install,2024-04-04,0
E0000452,U00172,Signup,2024-04-04,0
E0000453,U00172,Onboarding,2024-04-05,1
E0000454,U00172,First_Action,2024-04-07,3
E0000455,U00172,Day1_Active,2024-04-08,4
E0000456,U00173,Install,2024-02-09,0
E0000457,U00174,Install,2024-03-12,0
E0000458,U00174,Signup,2024-03-12,0
E0000459,U00175,Install,2024-01-26,0
E0000460,U00175,Signup,2024-01-26,0
E0000461,U00175,Onboarding,2024-01-27,1
E0000462,U00175,First_Action,2024-01-29,3
E0000463,U00176,Install,2024-03-11,0
E0000464,U00176,Signup,2024-03-11,0
E0000465,U00176,Onboarding,2024-03-12,1
E0000466,U00176,First_Action,2024-03-14,3
E0000467,U00177,Install,2024-06-13,0
E0000468,U00177,Signup,2024-06-13,0
E0000469,U00177,Onboarding,2024-06-14,1
E0000470,U00178,Install,2024-05-24,0
E0000471,U00178,Signup,2024-05-24,0
E0000472,U00178,Onboarding,2024-05-25,1
E0000473,U00178,First_Action,2024-05-27,3
E0000474,U00178,Day1_Active,2024-05-28,4
E0000475,U00178,Day7_Active,2024-06-03,10
E0000476,U00179,Install,2024-02-29,0
E0000477,U00180,Install,2024-02-07,0
E0000478,U00180,Signup,2024-02-07,0
E0000479,U00181,Install,2024-02-03,0
E0000480,U00182,Install,2024-01-14,0
E0000481,U00183,Install,2024-04-02,0
E0000482,U00184,Install,2024-06-17,0
E0000483,U00185,Install,2024-04-12,0
E0000484,U00186,Install,2024-03-23,0
E0000485,U00186,Signup,2024-03-23,0
E0000486,U00186,Onboarding,2024-03-24,1
E0000487,U00187,Install,2024-03-24,0
E0000488,U00187,Signup,2024-03-24,0
E0000489,U00188,Install,2024-06-28,0
E0000490,U00189,Install,2024-04-20,0
E0000491,U00189,Signup,2024-04-20,0
E0000492,U00189,Onboarding,2024-04-21,1
E0000493,U00189,First_Action,2024-04-23,3
E0000494,U00190,Install,2024-01-25,0
E0000495,U00191,Install,2024-05-01,0
E0000496,U00191,Signup,2024-05-01,0
E0000497,U00191,Onboarding,2024-05-02,1
E0000498,U00191,First_Action,2024-05-04,3
E0000499,U00191,Day1_Active,2024-05-05,4
E0000500,U00191,Day7_Active,2024-05-11,10
E0000501,U00192,Install,2024-02-03,0
E0000502,U00192,Signup,2024-02-03,0
E0000503,U00192,Onboarding,2024-02-04,1
E0000504,U00192,First_Action,2024-02-06,3
E0000505,U00193,Install,2024-03-31,0
E0000506,U00194,Install,2024-03-14,0
E0000507,U00194,Signup,2024-03-14,0
E0000508,U00195,Install,2024-02-27,0
E0000509,U00196,Install,2024-02-27,0
E0000510,U00196,Signup,2024-02-27,0
E0000511,U00196,Onboarding,2024-02-28,1
E0000512,U00197,Install,2024-06-13,0
E0000513,U00197,Signup,2024-06-13,0
E0000514,U00197,Onboarding,2024-06-14,1
E0000515,U00197,First_Action,2024-06-16,3
E0000516,U00198,Install,2024-03-10,0
E0000517,U00198,Signup,2024-03-10,0
E0000518,U00198,Onboarding,2024-03-11,1
E0000519,U00198,First_Action,2024-03-13,3
E0000520,U00198,Day1_Active,2024-03-14,4
E0000521,U00198,Day7_Active,2024-03-20,10
E0000522,U00199,Install,2024-05-24,0
E0000523,U00199,Signup,2024-05-24,0
E0000524,U00199,Onboarding,2024-05-25,1
E0000525,U00200,Install,2024-05-15,0
E0000526,U00200,Signup,2024-05-15,0
E0000527,U00200,Onboarding,2024-05-16,1
E0000528,U00200,First_Action,2024-05-18,3
E0000529,U00200,Day1_Active,2024-05-19,4
E0000530,U00201,Install,2024-05-25,0
E0000531,U00201,Signup,2024-05-25,0
E0000532,U00202,Install,2024-01-21,0
E0000533,U00203,Install,2024-05-11,0
E0000534,U00203,Signup,2024-05-11,0
E0000535,U00204,Install,2024-06-19,0
E0000536,U00204,Signup,2024-06-19,0
E0000537,U00205,Install,2024-02-24,0
E0000538,U00205,Signup,2024-02-24,0
E0000539,U00205,Onboarding,2024-02-25,1
E0000540,U00206,Install,2024-04-20,0
E0000541,U00206,Signup,2024-04-20,0
E0000542,U00207,Install,2024-03-31,0
E0000543,U00207,Signup,2024-03-31,0
E0000544,U00208,Install,2024-03-21,0
E0000545,U00208,Signup,2024-03-21,0
E0000546,U00209,Install,2024-01-06,0
E0000547,U00209,Signup,2024-01-06,0
E0000548,U00209,Onboarding,2024-01-07,1
E0000549,U00209,First_Action,2024-01-09,3
E0000550,U00210,Install,2024-04-02,0
E0000551,U00210,Signup,2024-04-02,0
E0000552,U00210,Onboarding,2024-04-03,1
E0000553,U00210,First_Action,2024-04-05,3
E0000554,U00211,Install,2024-04-11,0
E0000555,U00211,Signup,2024-04-11,0
E0000556,U00211,Onboarding,2024-04-12,1
E0000557,U00212,Install,2024-06-11,0
E0000558,U00212,Signup,2024-06-11,0
E0000559,U00213,Install,2024-06-14,0
E0000560,U00213,Signup,2024-06-14,0
E0000561,U00214,Install,2024-06-16,0
E0000562,U00214,Signup,2024-06-16,0
E0000563,U00214,Onboarding,2024-06-17,1
E0000564,U00215,Install,2024-05-28,0
E0000565,U00216,Install,2024-06-09,0
E0000566,U00216,Signup,2024-06-09,0
E0000567,U00217,Install,2024-05-31,0
E0000568,U00217,Signup,2024-05-31,0
E0000569,U00217,Onboarding,2024-06-01,1
E0000570,U00217,First_Action,2024-06-03,3
E0000571,U00218,Install,2024-03-14,0
E0000572,U00219,Install,2024-04-28,0
E0000573,U00219,Signup,2024-04-28,0
E0000574,U00219,Onboarding,2024-04-29,1
E0000575,U00220,Install,2024-05-26,0
E0000576,U00220,Signup,2024-05-26,0
E0000577,U00221,Install,2024-01-27,0
E0000578,U00222,Install,2024-01-11,0
E0000579,U00222,Signup,2024-01-11,0
E0000580,U00223,Install,2024-04-05,0
E0000581,U00223,Signup,2024-04-05,0
E0000582,U00223,Onboarding,2024-04-06,1
E0000583,U00224,Install,2024-06-10,0
E0000584,U00224,Signup,2024-06-10,0
E0000585,U00224,Onboarding,2024-06-11,1
E0000586,U00224,First_Action,2024-06-13,3
E0000587,U00225,Install,2024-06-17,0
E0000588,U00226,Install,2024-03-30,0
E0000589,U00226,Signup,2024-03-30,0
E0000590,U00226,Onboarding,2024-03-31,1
E0000591,U00226,First_Action,2024-04-02,3
E0000592,U00227,Install,2024-01-22,0
E0000593,U00228,Install,2024-06-24,0
E0000594,U00228,Signup,2024-06-24,0
E0000595,U00229,Install,2024-03-20,0
E0000596,U00229,Signup,2024-03-20,0
E0000597,U00229,Onboarding,2024-03-21,1
E0000598,U00229,First_Action,2024-03-23,3
E0000599,U00229,Day1_Active,2024-03-24,4
E0000600,U00230,Install,2024-02-05,0
E0000601,U00230,Signup,2024-02-05,0
E0000602,U00230,Onboarding,2024-02-06,1
E0000603,U00231,Install,2024-05-14,0
E0000604,U00231,Signup,2024-05-14,0
E0000605,U00231,Onboarding,2024-05-15,1
E0000606,U00232,Install,2024-02-11,0
E0000607,U00232,Signup,2024-02-11,0
E0000608,U00232,Onboarding,2024-02-12,1
E0000609,U00233,Install,2024-01-12,0
E0000610,U00233,Signup,2024-01-12,0
E0000611,U00233,Onboarding,2024-01-13,1
E0000612,U00234,Install,2024-04-24,0
E0000613,U00234,Signup,2024-04-24,0
E0000614,U00234,Onboarding,2024-04-25,1
E0000615,U00234,First_Action,2024-04-27,3
E0000616,U00234,Day1_Active,2024-04-28,4
E0000617,U00235,Install,2024-02-19,0
E0000618,U00235,Signup,2024-02-19,0
E0000619,U00236,Install,2024-04-07,0
E0000620,U00237,Install,2024-03-05,0
E0000621,U00237,Signup,2024-03-05,0
E0000622,U00237,Onboarding,2024-03-06,1
E0000623,U00238,Install,2024-05-12,0
E0000624,U00238,Signup,2024-05-12,0
E0000625,U00238,Onboarding,2024-05-13,1
E0000626,U00239,Install,2024-02-07,0
